layer,output_norm,yd_emb_norm
2,25.636009216308594,3.1816017627716064
2,25.72888946533203,3.1812965869903564
2,25.813739776611328,3.1809706687927246
2,25.37764549255371,3.180690050125122
2,25.027353286743164,3.1804137229919434
2,24.886438369750977,3.1801483631134033
2,24.925920486450195,3.1799111366271973
2,24.219465255737305,3.179642677307129
2,24.642078399658203,3.1793007850646973
2,24.42316246032715,3.1789627075195312
2,24.3311710357666,3.178659677505493
2,24.68535804748535,3.1783804893493652
2,25.272865295410156,3.1781580448150635
2,24.980472564697266,3.177924394607544
2,24.874488830566406,3.1776671409606934
2,24.46983528137207,3.177410125732422
2,24.474454879760742,3.1771790981292725
2,24.564756393432617,3.1769583225250244
2,24.316131591796875,3.1767218112945557
2,24.65227699279785,3.1767218112945557
2,24.319326400756836,3.1767218112945557
2,24.505863189697266,3.1767218112945557
2,24.637710571289062,3.1767218112945557
2,24.19512367248535,3.1767218112945557
2,24.19512367248535,3.1767218112945557
2,24.149721145629883,3.1767218112945557
2,24.149721145629883,3.1767218112945557
2,24.731441497802734,3.1767218112945557
2,24.731441497802734,3.1767218112945557
2,24.577245712280273,3.1767218112945557
2,24.577245712280273,3.1767218112945557
2,24.241056442260742,3.1767218112945557
2,24.241056442260742,3.1767218112945557
2,24.496328353881836,3.1767218112945557
2,24.844898223876953,3.176487445831299
2,24.791065216064453,3.1762044429779053
2,24.83095932006836,3.1759283542633057
2,24.920896530151367,3.1756367683410645
2,24.503137588500977,3.1753463745117188
2,24.88385772705078,3.1750285625457764
2,24.183231353759766,3.174699306488037
2,24.51405143737793,3.1744303703308105
